學號,最高學歷畢業學校
14bY1aeae,新莊高中
262Y1d078,內壢高中
4fdY15418,台中女中
bc8Y1c7f5,新莊高中
7f0Y140d5,新莊高中
57cY1ab76,松山高工
38fY1d730,百齡高中
87bY12579,新興高中
516Y11cd9,平鎮高中
104Y18910,苗栗高中
321Y17ac9,立人高中
cf8Y1dc43,斗六高中
108Y1083d,虎尾高中
45aY111c0,宏仁女中
71aY1c614,新營高中
8afY105bb,師範大學附中
84eY156e4,延平高中
d09Y178c6,中山女中
922Y1b2f2,中正高中
d5eY128ef,中山女中
176Y16abf,景美女中
cedY10eca,中山女中
a90Y1294b,內湖高中
0e0Y1d8d7,大直高中
cceY1cdde,中崙高中
15bY17afe,中崙高中
42aY11f5a,板橋高中
3f3Y13903,新莊高中
36aY16102,新莊高中
165Y1f82b,武陵高中
dacY1464b,武陵高中
596Y11b4a,新竹高中
e7eY18c6e,文華高中
0d9Y1ba8c,文華高中
82bY1e2a3,正心高中
968Y1ba08,台南女中
d12Y16896,台南女中
e23Y127d9,新竹高中
500Y16237,師範大學附中
baaY1dd2a,板橋高中
8c8Y1ca61,花蓮女中
b30Y14286,馬公高中
717Y194f3,松山高商
203Y1d0c6,復興高中
57eY16460,東山高中
9fbY1599c,永春高中
747Y16582,板橋高中
652Y1a6eb,板橋高中
7e5Y1f8f1,板橋高中
daeY1f5e2,第一女中
6b7Y1776f,中壢高中
1cbY12c9f,中壢高中
3fbY13fcd,新竹女中
ca0Y12341,新竹高中
7f8Y1bd85,文華高中
d3fY11f7d,彰化女中
8d9Y14e62,鳳山高中
11dY151fd,高雄高中
37fY10558,新莊高中
059Y1edd8,羅東高中
5baY128a2,蘭陽女中
a54Y15343,宜蘭高中
a24Y1b2fd,新莊高中
d37Y1cde9,彰化高中
2a7Y1e85d,景美女中
ee8Y17102,新店高中
562Y1c534,馬公高中
408Y15d58,金門高中
e00Y1a2cd,華僑高中
5ccY17ec0,中壢高中
909Y142ea,大園國際高中
7e2Y1e2d8,竹北高中
657Y1d144,弘文高中
39eY12f42,忠明高中
651Y11630,楠梓高中
aa9Y1d337,大同高中
d6cY13f0a,大同高中
f56Y1d149,建國高中
46eY1fa42,建國高中
ccbY1d13b,建國高中
144Y1731a,成功高中
1ecY1814b,中山女中
50eY12738,松山高中
f71Y1d28b,板橋高中
e1aY1124c,中山女中
01bY1dcf0,成淵高中
824Y10308,大同高中
7c9Y1be0f,中山女中
3ceY1f13c,第一女中
187Y1835f,陽明高中
2a6Y11fdc,武陵高中
d37Y1f77b,中壢高中
487Y119b7,治平高中
eb4Y12bac,新竹女中
bf3Y12915,衛道高中
b58Y172f1,中興大學附中
450Y1be35,中興大學附中
fccY1f61b,文華高中
969Y1e41b,曉明女中
1ffY17587,台中女中
692Y15b74,彰化女中
47bY158ad,嘉義女中
b7fY1c5fa,台南女中
85eY1bdb0,高雄女中
071Y14517,第一女中
785Y131ae,中興大學附中
45bY17d0f,師範大學附中
12aY13a96,成功高中
943Y13aa9,麗山高中
1c7Y1b27a,台南女中
ee0Y177c9,高雄師範大學附中
7c0Y1409a,高雄高中
ae2Y13abd,宜蘭高中
ef8Y1c2e1,育成高中
21aY1b482,南湖高中
63aY1cf8e,永春高中
f2bY14c64,內壢高中
a49Y19af5,松山高中
557Y1332d,師範大學附中
ed3Y14e9b,大同高中
c86Y18f91,松山高中
936Y1165e,大同高中
c53Y1b99d,建國高中
669Y1d4c5,大同高中
8dcY1a969,松山高中
1f3Y12f1c,東山高中
1b6Y122e4,東山高中
a2eY1cbc8,成功高中
8f8Y1e650,政治大學附中
208Y1d09b,成功高中
f50Y18556,和平高中
0adY10697,和平高中
083Y13368,中山女中
a83Y100e3,中山女中
32cY1240a,中山女中
965Y17925,中山女中
689Y1b836,景美女中
579Y14776,內湖高中
ce6Y1d094,南湖高中
3ebY199d8,大直高中
c2bY18f90,中崙高中
e3dY19008,麗山高中
f33Y139f5,板橋高中
c81Y1f0a5,板橋高中
36dY13bcc,海山高中
c7dY185a8,松山高中
33aY1a627,板橋高中
05eY1eef7,板橋高中
fdfY10261,松山高中
ac8Y15362,台北市立陽明高中
526Y18c73,大同高中
36cY11010,景美女中
38fY1351e,中山女中
308Y1bbdd,桃園高中
986Y1cfaf,內壢高中
a17Y163cb,中壢高中
c09Y1dc4f,台中一中高中
4e8Y1b2ec,文華高中
4daY1978f,文華高中
27cY134e7,台中女中
11dY1ac5e,台中一中高中
3caY16b1c,台中女中
911Y1912a,台中女中
e52Y191d7,文華高中
7ceY1001c,文華高中
9a6Y156a6,文華高中
fa1Y1808f,中興大學附中
624Y1b7e7,中興大學附中
682Y155db,台中一中高中
e71Y1761b,彰化女中
049Y15ac4,彰化女中
faeY1d276,斗六高中
f67Y148b3,台南女中
bf1Y1e666,台南女中
edfY1efb8,鳳山高中
d4dY18ef1,鳳山高中
f9bY10304,高雄女中
734Y128a5,高雄高中
2c1Y1c50e,鳳山高中
880Y1a2fb,新竹女中
475Y19148,大同高中
f5cY100c8,大同高中
d21Y1e945,成淵高中
d80Y1eb20,中山女中
9ebY1f5c2,麗山高中
7fbY1ecee,板橋高中
0b6Y1a6d5,中壢高中
84dY16246,中興大學附中
0c7Y195e2,中科實驗高中
5d3Y1ca8e,台中女中
457Y19999,台中女中
ffeY1d24b,家齊女中
786Y17b16,鳳山高中
387Y1db28,花蓮高中
47aY1a9fe,萬芳高中
886Y13987,南崁高中
b46Y13928,陽明高中
799Y15043,復旦高中
8e6Y19ced,西苑高中
61cY15c14,台南二中高中
54fY1bb24,前鎮高中
249Y1c38a,慧燈高中
62eY1490b,花蓮女中
966Y19d83,建國高中
055Y1f728,建國高中
0fbY197e4,建國高中
4caY1cedd,松山高中
891Y16643,松山高中
012Y1b121,大同高中
58bY13df5,東山高中
356Y13499,成功高中
c15Y10b93,和平高中
425Y1985a,成功高中
3abY15ec1,成功高中
f70Y1beb3,景美女中
3a7Y109bb,新店高中
784Y16e25,華江高中
6efY13f8a,中正高中
67dY1dae1,成淵高中
d56Y151e7,景美女中
5a5Y1afa6,景美女中
9b4Y1b896,中山女中
cd7Y134c9,景美女中
5daY18356,第一女中
554Y165f6,景美女中
fe4Y10141,中山女中
167Y1b427,景美女中
74fY12784,中山女中
2a6Y1ea94,第一女中
020Y13fcb,中山女中
433Y18339,內湖高中
364Y1969d,內湖高中
da8Y13496,內湖高中
bfaY1c252,大直高中
222Y1cb09,建國高中
8e5Y1d4c5,中和高中
3afY1c27e,板橋高中
a17Y176a6,板橋高中
0beY183ef,海山高中
f45Y1b7e4,永平高中
70fY1dbdf,竹林高中
3f8Y1f2e2,暖暖高中
f44Y11587,武陵高中
d1bY1e76f,桃園高中
066Y11bcc,東山高中
f8fY17849,武陵高中
7e8Y1b086,中壢高中
f92Y1993c,竹北高中
89aY1feeb,中興大學附中
0ccY197e8,台中女中
158Y1c419,清水高中
806Y122e2,豐原高中
da8Y10f34,彰化女中
9c9Y112f0,彰化女中
5d2Y12bb4,嘉義高中
b74Y152f4,台南二中高中
55eY1b5de,台南一中高中
0f6Y12178,鳳新高中
b22Y1dedc,高雄女中
019Y123de,高雄女中
b50Y12b0a,羅東高中
3d2Y14222,羅東高中
355Y11e90,衛道高中
bb0Y13781,宜蘭高中
fe7Y15301,大同高中
488Y1b121,中山女中
b3eY1ebc4,大同高中
537Y17293,和平高中
c20Y1debf,華興高中
140Y13299,新莊高中
27bY17ebe,景美女中
472Y1c073,基隆女中
2a9Y17b54,啟英高中
d2cY19633,大華高中
9a9Y1c895,中興大學附中
2ebY1c121,豐原高中
86aY1b6b6,南光高中
2d1Y16109,興國高中
97bY14333,陸興高中
2c2Y11c6e,建國高中
409Y14db3,成功高中
565Y1f9c4,成淵高中
d01Y1ad28,師範大學附中
fe9Y12850,中山女中
fcdY1bb14,大華高中
f31Y17158,台中二中高中
0d0Y1cd25,瑞祥高中
c72Y14ccb,松山高中
4daY11707,明倫高中
ce8Y1a00c,建國高中
e89Y17f2d,和平高中
7c4Y1aaf9,建國高中
62eY1f6aa,中山女中
c51Y17f71,內湖高中
490Y1566e,建國高中
36aY1cdc7,板橋高中
d98Y10843,中和高中
e9eY15e06,海山高中
599Y16b3e,桃園高中
a1aY1ac91,曉明女中
318Y1aa9a,嘉義高中
aafY10e7a,鳳山高中
16fY18c98,高雄師範大學附中
8e4Y145ad,新莊高中
a42Y11301,第一女中
b13Y1c4b1,成功高中
223Y1cf16,新竹女中
c3cY1d3a7,曉明女中
ca8Y1230f,大直高中
71fY1e69b,成功高中
e31Y13c19,師範大學附中
2d2Y19497,松山高中
b8dY12b97,建國高中
146Y1ee7d,內湖高中
1adY17846,鳳山高中
e38Y1e61f,金陵女中
67cY1b550,南山高中
c33Y18e28,建功高中
ec3Y18781,新莊高中
24cY1ca97,中崙高中
226Y1edd3,台南一中高中
72eY1ad8e,松山高中
379Y198bf,師範大學附中
a27Y1e34e,松山高中
2f8Y13854,師範大學附中
d8aY12676,薇閣高中
b30Y1b01e,政治大學附中
b40Y14716,成功高中
9e1Y1b16c,成功高中
943Y1d1d7,大同高中
ef2Y1ff5d,第一女中
182Y18d79,西松高中
7cbY1a9f8,西松高中
8f5Y15395,中山女中
dfdY1848e,景美女中
8fbY1e864,景美女中
668Y1a733,景美女中
07bY156cd,中山女中
9edY14096,第一女中
f6bY1cb39,中山女中
536Y1e737,內湖高中
84dY1ea1e,大直高中
e3cY1d820,中崙高中
d29Y1a6e4,中崙高中
080Y14a1a,板橋高中
e6fY1fdf5,成淵高中
afdY14f14,板橋高中
aeeY16e1a,海山高中
846Y14642,景美女中
10dY19aa4,陽明高中
549Y1556b,桃園高中
397Y14162,松山高中
a02Y126b8,武陵高中
438Y10412,竹北高中
db2Y107d1,中興大學附中
d50Y14164,文華高中
e26Y1c018,台中市立東山高中
8aaY1af69,曉明女中
d37Y18dc6,西苑高中
916Y12f25,彰化高中
711Y1f082,彰化女中
6a7Y1ccc3,家齊女中
5f7Y18af4,鳳山高中
b4fY1816f,海星高中
a79Y1f7ef,新竹高中
26dY14844,彰化高中
a39Y1b54b,高雄女中
ce0Y1224c,和平高中
a4bY1f332,中正高中
a78Y1ed83,中和高中
7b5Y158e2,中壢高中
0aaY18038,大直高中
e78Y1f184,中山女中
d6eY15536,達人女中
f27Y1b16c,麗山高中
360Y1f72f,再興高中
f29Y1c700,松山高中
a68Y11a81,明道高中
609Y103f7,惠文高中
adeY15730,竹山高中
f37Y1e70d,慈濟大學附中
9f8Y1a879,瀛海高中
d5eY1cdf6,大灣高中
037Y18102,鳳山高中
8a5Y1e6a9,新興高中
5b2Y169b6,左營高中
0b4Y13509,岡山高中
a54Y1d71d,屏東女中
43fY1b909,臺東女中
c3aG8df64,大同高中
eceG8c0cb,松山高中
303G81044,建國高中
cf8G8419e,成功高中
4ceG88268,延平高中
327G8affe,薇閣高中
445G8dc9c,慧燈高中
b25G85e80,新店高中
33eG8a22e,新莊高中
30cG836d0,成功高中
737G89c0c,永平高中
ab4G8ce73,松山高中
d1aG8e653,中壢高中
719G8a5d9,新竹高中
5a6G8add1,新竹女中
eefG841be,文華高中
982G862a1,文華高中
9f0G8ead7,惠文高中
8edG8cc39,中興大學附中
919G85764,家齊女中
ed0G8a903,高雄女中
5e0G8fad8,高雄師範大學附中
38dG8558a,福智高中
137G8a735,和平高中
90cG878bf,衛理女中
db4G8f0ff,明德高中
e83G87d14,師範大學附中
70bG8c0e9,中和高中
3efG88ab9,高雄市立中正高中
3a7G82fe0,明倫高中
af5G8e7b0,內湖高中
518G84bc9,新店高中
6ebG83b10,文山高中
15dG8de82,蘭陽女中
efeG8ffb2,明倫高中
fd5G8e59a,成功高中
aedG8aca1,薇閣高中
e0fG85de0,政治大學附中
82fG8bf26,內湖高中
84bG86209,內湖高中
282G8256f,中崙高中
9cdG8bdb7,中崙高中
cbaG8aee9,中和高中
73bG82dba,板橋高中
cf4G8fa80,板橋高中
d0dG8e959,板橋高中
0b6G880b2,中崙高中
441G89729,新莊高中
a91G81e71,景美女中
65bG88c1c,桃園高中
2a0G81fe5,彰化高中
0c0G80d96,高雄女中
69fG8fb4e,鳳山高中
b1cG83ada,羅東高中
450G8e523,中山女中
adbG8f84e,南崁高中
c54G8485f,斗六高中
c3dG8fc04,高雄市立中正高中
25dG85a89,羅東高中
b9aG8699e,松山高中
5efG8ac06,松山高中
a6bG8e051,大同高中
bf7G873a1,建國高中
5a6G8436d,景美女中
705G89582,大直高中
774G8f682,板橋高中
785G82c44,板橋高中
3d7G89506,新莊高中
4bfG8e470,永平高中
549G88619,永平高中
046G8293f,永平高中
e8dG83fc6,基隆女中
2d3G8c398,桃園高中
b07G8b274,桃園高中
305G84cbf,中壢高中
f9fG83d58,新竹高中
51cG8d63e,中興大學附中
064G88f60,台中女中
452G8fbae,台中一中高中
78bG81d6e,文華高中
ae6G8e01c,台中女中
896G8e259,高雄女中
ff8G87a92,羅東高中
b8dG87cfe,羅東高中
625G8b16c,和平高中
5d9G8d338,東海大學附中
885G8d608,虎尾高中
7e2G85cac,馬公高中
2a8G8abdb,中和高中
55eG8425b,台北市立陽明高中
ba5G83894,旭光高中
64dG8502b,員林高中
a34G89088,道明高中
65bG8ae81,松山高中
9bfG858d4,大同高中
db1G8c62f,復興實驗高中
1f6G89cc9,新店高中
c5fG8041d,西松高中
52eG8d7e1,成功高中
43fG8afdd,永春高中
d32G86159,內湖高中
ab6G88939,大直高中
8adG8409d,大直高中
b4aG8c1a9,中和高中
b30G8c683,中和高中
20fG83496,中山女中
7aeG8ba18,景美女中
890G8898e,內壢高中
472G84e8c,中壢高中
d44G81a78,新竹高中
cf9G8083c,嘉義高中
eacG88309,嘉義高中
f45G8eb01,家齊女中
49eG8315c,台南一中高中
138G82540,高雄市立三民高中
f6aG89fdf,中山大學附中
793G8ffc0,中山女中
5a3G8153b,海山高中
26dG8a0ce,成德高中
1d2G8febb,花蓮高中
b23G82106,景文高中
66dG8b60e,石碇高中
f90G8fe36,大溪高中
677G81a68,成功高中
62bG8a03d,延平高中
262G8f069,大同高中
3e3G8da31,東山高中
bd0G835ed,景美女中
8a8G8c643,第一女中
0b8G88d3c,基隆女中
7f0G8e8fa,內壢高中
23eG8bb8c,內壢高中
c48G88cff,中壢高中
1ffG85a12,瀛海高中
ed4G8bdbc,高雄高中
3c1G8fd6d,大直高中
336G854fa,成功高中
44aG85d70,復興實驗高中
765G82c08,中正高中
bcbG8d9c9,景美女中
df2G88b9d,板橋高中
4ebG8f64e,內湖高中
5f0G8b1b5,永平高中
6a8G8efe8,武陵高中
846G8e603,中壢高中
5f6G85d2e,啟英高中
84cG83166,新竹女中
7c5G83be5,西苑高中
6f4G80cc3,忠明高中
0b3G89fe7,台中市立東山高中
ab9G8c681,嘉義女中
1d1G85ad1,新營高中
72fG8c0d3,高雄高中
77eG8bd53,麗山高中
b7eG8e617,中崙高中
07cG8a940,成功高中
ccbG84cbf,建國高中
d6cG807d1,延平高中
12eG8935a,板橋高中
c86G887eb,延平高中
a43G8efdf,中和高中
ea3G87b50,麗山高中
656G88498,桃園高中
1ddG89237,中壢高中
ec7G864b3,中壢高中
73eG809d0,弘文高中
ab9G89414,員林高中
3b4G84e56,高雄高中
3fbG868ae,高雄高中
bc3G87fa6,衛道高中
560G8bd49,彰化高中
3d0G8e917,明倫高中
ad3G80b80,內湖高中
92aG8cab7,華江高中
5d1G86e7a,新莊高中
3f9G8d3a0,陽明高中
1ceG8cecc,衛道高中
b88G8020b,台中二中高中
8afG8c0fe,建臺高中
a1bG8a03c,中山女中
e58G80ed1,松山高中
3a8G8444d,延平高中
3f0G843a5,海山高中
20dG85ebd,清水高中
8a8G8a2e0,成淵高中
a48G89729,內湖高中
e2fG85150,桃園高中
5feG859ca,陽明高中
d3eG8f40f,新竹女中
db9G88442,中興大學附中
eeaG834e9,內湖高中
573G85541,新店高中
463G89701,中和高中
592G831c3,基隆女中
32fG81333,內壢高中
95eG870f4,中壢高中
4f9G83d47,復旦高中
053G81c30,新竹高中
613G8c13e,豐原高中
a46G88e7b,彰化高中
8e1G8800b,高雄高中
df9G80967,成淵高中
02eG8b5e1,基隆女中
889G83db4,中壢高中
0b6G8a481,成功高中
994G8cf64,麗山高中
083G88d80,麗山高中
700G816bd,師範大學附中
feaG88175,中和高中
d0aG8c2bf,松山高中
820G85e1f,板橋高中
948G8eed5,成功高中
d62G8177e,內湖高中
760G8b237,武陵高中
e8fG888c9,成功高中
c48G8a179,高雄高中
ebaG86777,薇閣高中
51aG8d5cc,錦和高中
8c8G80fbc,大直高中
0c8G880de,南山高中
05fG8db64,中壢高中
874G8ffb8,建臺高中
981G8977f,中道高中
3e6G8a8c4,南港高中
532G8d5ed,中正高中
28dG87c04,板橋高中
4bbG80d13,正心高中
064G8cae6,花蓮女中
0a4G8402e,海星高中
