銀行,年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-機動,定存利率-三個月-固定,定存利率-三個月-機動,定存利率-六個月-固定,定存利率-六個月-機動,定存利率-九個月-固定,定存利率-九個月-機動,定存利率-一年期-固定,定存利率-一年期-機動,定存利率-二年期-固定,定存利率-二年期-機動,定存利率-三年期-固定,定存利率-三年期-機動,定儲利率-一年期-固定,定儲利率-一年期-機動,定儲利率-二年期-固定,定儲利率-二年期-機動,定儲利率-三年期-固定,定儲利率-三年期-機動,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
臺灣銀行,102/10,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,102/11,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,102/12,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/01,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/02,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/03,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/04,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/05,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/06,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/07,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/08,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/09,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/10,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/11,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,103/12,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,104/01,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,104/02,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,104/03,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,104/04,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,104/05,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,104/06,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,104/07,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,104/08,--,0.170,--,0.330,0.880,0.880,0.940,0.940,1.125,1.115,1.240,1.230,1.355,1.345,1.400,1.370,1.425,1.395,1.380,1.370,1.425,1.395,1.470,1.445,--,1.419,--,1.419,--,2.896
臺灣銀行,104/09,--,0.150,--,0.310,0.810,0.810,0.870,0.870,1.055,1.045,1.170,1.160,1.285,1.275,1.325,1.300,1.350,1.325,1.310,1.300,1.350,1.325,1.395,1.375,--,1.419,--,1.419,--,2.896
臺灣銀行,104/10,--,0.150,--,0.310,0.810,0.810,0.870,0.870,1.055,1.045,1.170,1.160,1.285,1.275,1.325,1.300,1.350,1.325,1.310,1.300,1.350,1.325,1.395,1.375,--,1.419,--,1.342,--,2.896
臺灣銀行,104/11,--,0.150,--,0.310,0.810,0.810,0.870,0.870,1.055,1.045,1.170,1.160,1.285,1.275,1.325,1.300,1.350,1.325,1.310,1.300,1.350,1.325,1.395,1.375,--,1.419,--,1.342,--,2.826
臺灣銀行,104/12,--,0.130,--,0.290,0.740,0.740,0.800,0.800,0.955,0.975,1.070,1.090,1.205,1.205,1.225,1.230,1.250,1.255,1.230,1.230,1.250,1.255,1.295,1.305,--,1.342,--,1.342,--,2.826
臺灣銀行,105/01,--,0.130,--,0.290,0.740,0.740,0.800,0.800,0.955,0.975,1.070,1.090,1.205,1.205,1.225,1.230,1.250,1.255,1.230,1.230,1.250,1.255,1.295,1.305,--,1.342,--,1.257,--,2.826
臺灣銀行,105/02,--,0.130,--,0.290,0.740,0.740,0.800,0.800,0.955,0.975,1.070,1.090,1.205,1.205,1.225,1.230,1.250,1.255,1.230,1.230,1.250,1.255,1.295,1.305,--,1.342,--,1.257,--,2.756
臺灣銀行,105/03,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.875,0.905,0.990,1.020,1.125,1.135,1.130,1.160,1.155,1.185,1.150,1.160,1.155,1.185,1.205,1.235,--,1.342,--,1.257,--,2.756
臺灣銀行,105/04,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.875,0.905,0.990,1.020,1.125,1.135,1.130,1.160,1.155,1.185,1.150,1.160,1.155,1.185,1.205,1.235,--,1.342,--,1.174,--,2.756
臺灣銀行,105/05,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.875,0.905,0.990,1.020,1.125,1.135,1.130,1.160,1.155,1.185,1.150,1.160,1.155,1.185,1.205,1.235,--,1.342,--,1.174,--,2.686
臺灣銀行,105/06,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.875,0.905,0.990,1.020,1.125,1.135,1.130,1.160,1.155,1.185,1.150,1.160,1.155,1.185,1.205,1.235,--,1.174,--,1.174,--,2.686
臺灣銀行,105/07,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.174,--,1.089,--,2.686
臺灣銀行,105/08,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.174,--,1.089,--,2.616
臺灣銀行,105/09,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,105/10,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,105/11,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,105/12,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/01,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/02,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/03,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/04,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/05,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/06,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/07,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/08,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/09,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/10,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/11,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,106/12,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,107/01,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,107/02,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,107/03,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,107/04,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,107/05,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,107/06,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,107/07,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
臺灣銀行,107/08,--,0.080,--,0.200,0.600,0.600,0.630,0.660,0.795,0.835,0.910,0.950,1.035,1.065,1.040,1.090,1.065,1.115,1.070,1.090,1.075,1.115,1.115,1.165,--,1.089,--,1.089,--,2.616
銀行,年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-機動,定存利率-三個月-固定,定存利率-三個月-機動,定存利率-六個月-固定,定存利率-六個月-機動,定存利率-九個月-固定,定存利率-九個月-機動,定存利率-一年期-固定,定存利率-一年期-機動,定存利率-二年期-固定,定存利率-二年期-機動,定存利率-三年期-固定,定存利率-三年期-機動,定儲利率-一年期-固定,定儲利率-一年期-機動,定儲利率-二年期-固定,定儲利率-二年期-機動,定儲利率-三年期-固定,定儲利率-三年期-機動,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
合作金庫,090/01,--,1.800,--,3.750,4.400,4.400,4.600,4.600,4.700,4.700,4.850,4.850,5.000,5.000,5.100,5.100,5.100,5.100,5.050,5.050,5.150,5.150,5.250,5.200,NA,NA,NA,NA,NA,NA
合作金庫,090/02,--,1.800,--,3.700,4.250,4.300,4.450,4.500,4.550,4.600,4.650,4.700,4.800,4.850,4.900,4.950,4.900,4.950,4.850,4.900,4.950,5.000,5.150,5.100,NA,NA,NA,NA,NA,NA
合作金庫,090/03,--,1.800,--,3.500,4.150,4.200,4.250,4.300,4.400,4.450,4.500,4.550,4.650,4.675,4.750,4.800,4.750,4.800,4.700,4.725,4.800,4.850,5.000,4.950,NA,NA,NA,NA,NA,NA
合作金庫,090/04,--,1.800,--,3.300,3.800,3.925,3.900,4.025,4.000,4.175,4.100,4.275,4.200,4.400,4.200,4.400,4.200,4.400,4.200,4.450,4.200,4.450,4.200,4.450,NA,NA,NA,NA,NA,NA
合作金庫,090/05,--,1.600,--,3.300,3.750,3.800,3.800,3.900,3.900,4.025,4.000,4.125,4.100,4.250,4.100,4.250,4.100,4.250,4.100,4.300,4.100,4.300,4.100,4.300,NA,NA,NA,NA,NA,NA
合作金庫,090/06,--,1.600,--,3.300,3.750,3.800,3.800,3.900,3.900,4.025,4.000,4.125,4.100,4.250,4.100,4.250,4.100,4.250,4.100,4.300,4.100,4.300,4.100,4.300,NA,NA,NA,NA,NA,NA
合作金庫,090/07,--,1.600,--,3.300,3.550,3.600,3.600,3.700,3.700,3.825,3.800,3.925,3.900,4.050,3.900,4.050,3.950,4.050,3.950,4.150,3.950,4.150,3.950,4.150,NA,NA,NA,NA,NA,NA
合作金庫,090/08,--,1.500,--,3.100,3.300,3.350,3.350,3.450,3.450,3.575,3.550,3.675,3.650,3.800,3.650,3.800,3.700,3.850,3.700,3.950,3.700,3.950,3.750,3.950,NA,NA,NA,NA,NA,NA
合作金庫,090/09,--,1.300,--,2.700,2.900,2.900,2.900,3.000,2.950,3.075,3.050,3.125,3.150,3.250,3.150,3.300,3.150,3.300,3.200,3.450,3.200,3.500,3.200,3.500,NA,NA,NA,NA,NA,NA
合作金庫,090/10,--,1.300,--,2.500,2.500,2.600,2.550,2.650,2.600,2.700,2.650,2.750,2.800,2.950,2.800,3.000,2.800,3.000,2.850,3.200,2.850,3.200,2.850,3.200,NA,NA,NA,NA,NA,NA
合作金庫,090/11,--,1.300,--,2.300,2.200,2.350,2.250,2.400,2.300,2.450,2.350,2.500,2.500,2.700,2.550,2.750,2.550,2.750,2.550,2.950,2.600,2.950,2.600,2.950,NA,NA,NA,NA,NA,NA
合作金庫,090/12,--,1.300,--,2.175,2.000,2.225,2.050,2.275,2.100,2.325,2.150,2.375,2.300,2.575,2.350,2.625,2.350,2.625,2.350,2.825,2.400,2.825,2.400,2.825,NA,NA,NA,NA,NA,NA
合作金庫,091/01,--,1.300,--,2.175,2.000,2.225,2.050,2.275,2.100,2.325,2.150,2.375,2.300,2.575,2.350,2.625,2.350,2.625,2.350,2.825,2.400,2.825,2.400,2.825,NA,NA,NA,NA,NA,NA
合作金庫,091/02,--,1.300,--,2.175,2.000,2.225,2.050,2.275,2.100,2.325,2.150,2.375,2.300,2.575,2.350,2.625,2.350,2.625,2.350,2.825,2.400,2.825,2.400,2.825,NA,NA,NA,NA,NA,NA
合作金庫,091/03,--,1.300,--,2.175,2.000,2.225,2.050,2.275,2.100,2.325,2.150,2.375,2.300,2.575,2.350,2.625,2.350,2.625,2.350,2.825,2.400,2.825,2.400,2.825,NA,NA,NA,NA,NA,NA
合作金庫,091/04,--,1.300,--,2.000,2.100,2.125,2.150,2.175,2.200,2.225,2.250,2.275,2.400,2.400,2.450,2.425,2.450,2.425,2.450,2.425,2.500,2.450,2.500,2.450,NA,NA,NA,NA,NA,NA
合作金庫,091/05,--,1.300,--,2.000,2.100,2.125,2.150,2.175,2.200,2.225,2.250,2.275,2.400,2.400,2.450,2.425,2.450,2.425,2.450,2.425,2.500,2.450,2.500,2.450,NA,NA,NA,NA,NA,NA
合作金庫,091/06,--,0.800,--,1.600,1.950,1.950,2.050,2.050,2.100,2.100,2.250,2.250,2.300,2.300,2.350,2.300,2.400,2.300,2.400,2.400,2.450,2.400,2.500,2.400,NA,NA,NA,NA,NA,NA
合作金庫,091/07,--,0.800,--,1.600,1.750,1.750,1.850,1.850,1.900,1.900,2.025,2.025,2.125,2.125,2.200,2.150,2.250,2.150,2.150,2.150,2.225,2.175,2.250,2.175,NA,NA,NA,NA,NA,NA
合作金庫,091/08,--,0.800,--,1.600,1.750,1.750,1.850,1.850,1.900,1.900,2.025,2.025,2.125,2.125,2.200,2.150,2.250,2.150,2.150,2.150,2.225,2.175,2.250,2.175,NA,NA,NA,NA,NA,NA
合作金庫,091/09,--,0.800,--,1.600,1.750,1.750,1.850,1.850,1.900,1.900,2.025,2.025,2.125,2.125,2.200,2.150,2.250,2.150,2.150,2.150,2.225,2.175,2.250,2.175,--,2.150,NA,NA,NA,NA
合作金庫,091/10,--,0.800,--,1.600,1.750,1.750,1.850,1.850,1.900,1.900,2.025,2.025,2.125,2.125,2.200,2.150,2.250,2.150,2.150,2.150,2.225,2.175,2.250,2.175,--,2.150,NA,NA,NA,NA
合作金庫,091/11,--,0.550,--,1.350,1.500,1.500,1.600,1.600,1.650,1.650,1.775,1.775,1.875,1.875,1.950,1.900,2.000,1.900,1.900,1.900,2.000,1.950,2.025,1.950,--,2.150,NA,NA,NA,NA
合作金庫,091/12,--,0.550,--,1.350,1.500,1.500,1.600,1.600,1.650,1.650,1.775,1.775,1.875,1.875,1.950,1.900,2.000,1.900,1.900,1.900,2.000,1.950,2.025,1.950,--,1.900,NA,NA,--,3.400
合作金庫,092/01,--,0.250,--,0.900,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,--,1.900,NA,NA,--,3.400
合作金庫,092/02,--,0.250,--,0.900,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,--,1.900,NA,NA,--,3.075
合作金庫,092/03,--,0.250,--,0.900,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,--,1.575,NA,NA,--,3.075
合作金庫,092/04,--,0.250,--,0.900,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,--,1.575,NA,NA,--,3.075
合作金庫,092/05,--,0.250,--,0.800,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,--,1.575,NA,NA,--,3.075
合作金庫,092/06,--,0.250,--,0.800,1.200,1.200,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.600,1.600,1.625,1.625,1.550,1.550,1.625,1.625,1.675,1.675,--,1.550,NA,NA,--,3.050
合作金庫,092/07,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.550,NA,NA,--,3.050
合作金庫,092/08,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.550,NA,NA,--,2.925
合作金庫,092/09,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,092/10,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,092/11,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,092/12,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/01,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/02,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/03,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/04,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/05,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/06,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/07,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/08,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/09,--,0.100,--,0.650,1.075,1.075,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.500,1.425,1.425,1.500,1.500,1.550,1.550,--,1.425,NA,NA,--,2.925
合作金庫,093/10,--,0.150,--,0.700,1.150,1.150,1.200,1.200,1.300,1.300,1.400,1.400,1.525,1.500,1.600,1.575,1.625,1.600,1.550,1.525,1.625,1.600,1.675,1.650,--,1.425,NA,NA,--,2.925
合作金庫,093/11,--,0.150,--,0.700,1.150,1.150,1.200,1.200,1.300,1.300,1.400,1.400,1.525,1.500,1.600,1.575,1.625,1.600,1.550,1.525,1.625,1.600,1.675,1.650,--,1.425,NA,NA,--,2.925
合作金庫,093/12,--,0.150,--,0.700,1.150,1.150,1.200,1.200,1.300,1.300,1.400,1.400,1.525,1.500,1.600,1.575,1.625,1.600,1.550,1.525,1.625,1.600,1.675,1.650,--,1.525,NA,NA,--,3.025
合作金庫,094/01,--,0.150,--,0.700,1.215,1.215,1.265,1.265,1.365,1.365,1.465,1.465,1.590,1.565,1.665,1.640,1.690,1.665,1.615,1.590,1.690,1.665,1.740,1.715,--,1.525,NA,NA,--,3.025
合作金庫,094/02,--,0.150,--,0.700,1.215,1.215,1.265,1.265,1.365,1.365,1.465,1.465,1.590,1.565,1.665,1.640,1.690,1.665,1.615,1.590,1.690,1.665,1.740,1.715,--,1.525,NA,NA,--,3.090
合作金庫,094/03,--,0.150,--,0.700,1.285,1.285,1.335,1.335,1.445,1.445,1.545,1.545,1.670,1.645,1.745,1.720,1.770,1.745,1.695,1.670,1.770,1.745,1.820,1.795,--,1.590,NA,NA,--,3.090
