銀行,年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-機動,定存利率-三個月-固定,定存利率-三個月-機動,定存利率-六個月-固定,定存利率-六個月-機動,定存利率-九個月-固定,定存利率-九個月-機動,定存利率-一年期-固定,定存利率-一年期-機動,定存利率-二年期-固定,定存利率-二年期-機動,定存利率-三年期-固定,定存利率-三年期-機動,定儲利率-一年期-固定,定儲利率-一年期-機動,定儲利率-二年期-固定,定儲利率-二年期-機動,定儲利率-三年期-固定,定儲利率-三年期-機動,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
彰化銀行,092/09,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.540
彰化銀行,092/10,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.540
彰化銀行,092/11,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.540
彰化銀行,092/12,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.510
彰化銀行,093/01,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.510
彰化銀行,093/02,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.510
彰化銀行,093/03,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.490
彰化銀行,093/04,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.490
彰化銀行,093/05,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.490
彰化銀行,093/06,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.460
彰化銀行,093/07,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.460
彰化銀行,093/08,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.460
彰化銀行,093/09,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.530
彰化銀行,093/10,--,0.100,--,0.550,1.155,1.155,1.175,1.175,1.300,1.300,1.400,1.400,1.500,1.500,1.575,1.575,1.600,1.575,1.525,1.525,1.600,1.600,1.700,1.625,--,1.430,NA,NA,--,3.530
彰化銀行,093/11,--,0.100,--,0.550,1.155,1.155,1.175,1.175,1.300,1.300,1.400,1.400,1.500,1.500,1.575,1.575,1.600,1.575,1.525,1.525,1.600,1.600,1.700,1.625,--,1.430,NA,NA,--,3.530
彰化銀行,093/12,--,0.100,--,0.550,1.155,1.155,1.175,1.175,1.300,1.300,1.400,1.400,1.500,1.500,1.575,1.575,1.600,1.575,1.525,1.525,1.600,1.600,1.700,1.625,--,1.550,NA,NA,--,3.620
彰化銀行,094/01,--,0.100,--,0.550,1.220,1.220,1.240,1.240,1.340,1.340,1.440,1.440,1.570,1.565,1.650,1.640,1.675,1.640,1.600,1.590,1.680,1.665,1.775,1.690,--,1.550,NA,NA,--,3.620
彰化銀行,094/02,--,0.100,--,0.550,1.220,1.220,1.240,1.240,1.340,1.340,1.440,1.440,1.570,1.565,1.650,1.640,1.675,1.640,1.600,1.590,1.680,1.665,1.775,1.690,--,1.550,NA,NA,--,3.620
彰化銀行,094/03,--,0.100,--,0.550,1.290,1.290,1.310,1.310,1.440,1.420,1.540,1.520,1.680,1.645,1.760,1.720,1.785,1.720,1.710,1.670,1.790,1.745,1.850,1.770,--,1.620,NA,NA,--,3.680
彰化銀行,094/04,--,0.100,--,0.550,1.290,1.290,1.310,1.310,1.440,1.420,1.540,1.520,1.680,1.645,1.760,1.720,1.785,1.720,1.710,1.670,1.790,1.745,1.850,1.770,--,1.620,NA,NA,--,3.680
彰化銀行,094/05,--,0.100,--,0.550,1.290,1.290,1.310,1.310,1.440,1.420,1.540,1.520,1.680,1.645,1.760,1.720,1.785,1.720,1.710,1.670,1.790,1.745,1.850,1.770,--,1.620,NA,NA,--,3.680
彰化銀行,094/06,--,0.100,--,0.550,1.290,1.290,1.310,1.310,1.440,1.420,1.540,1.520,1.680,1.645,1.760,1.720,1.785,1.720,1.710,1.670,1.790,1.745,1.850,1.770,--,1.720,NA,NA,--,3.750
彰化銀行,094/07,--,0.100,--,0.550,1.360,1.360,1.390,1.390,1.530,1.510,1.640,1.620,1.790,1.745,1.870,1.820,1.895,1.820,1.820,1.770,1.900,1.845,1.960,1.870,--,1.720,NA,NA,--,3.750
彰化銀行,094/08,--,0.100,--,0.550,1.360,1.360,1.390,1.390,1.530,1.510,1.640,1.620,1.790,1.745,1.870,1.820,1.895,1.820,1.820,1.770,1.900,1.845,1.960,1.870,--,1.720,NA,NA,--,3.750
彰化銀行,094/09,--,0.100,--,0.550,1.430,1.430,1.470,1.470,1.620,1.600,1.740,1.720,1.890,1.845,1.970,1.920,1.995,1.920,1.920,1.870,2.000,1.945,2.060,1.970,--,1.820,NA,NA,--,3.800
彰化銀行,094/10,--,0.100,--,0.550,1.430,1.430,1.470,1.470,1.620,1.600,1.740,1.720,1.890,1.845,1.970,1.920,1.995,1.920,1.920,1.870,2.000,1.945,2.060,1.970,--,1.820,NA,NA,--,3.800
彰化銀行,094/11,--,0.100,--,0.550,1.430,1.430,1.470,1.470,1.620,1.600,1.740,1.720,1.890,1.845,1.970,1.920,1.995,1.920,1.920,1.870,2.000,1.945,2.060,1.970,--,1.820,NA,NA,--,3.800
彰化銀行,094/12,--,0.100,--,0.550,1.500,1.500,1.550,1.550,1.710,1.690,1.840,1.820,1.990,1.945,2.070,2.020,2.095,2.020,2.020,1.970,2.100,2.045,2.160,2.070,--,1.920,NA,NA,--,3.880
彰化銀行,095/01,--,0.100,--,0.550,1.500,1.500,1.550,1.550,1.710,1.690,1.840,1.820,1.990,1.945,2.070,2.020,2.095,2.020,2.020,1.970,2.100,2.045,2.160,2.070,--,1.920,NA,NA,--,3.880
彰化銀行,095/02,--,0.100,--,0.550,1.500,1.500,1.550,1.550,1.710,1.690,1.840,1.820,1.990,1.945,2.070,2.020,2.095,2.020,2.020,1.970,2.100,2.045,2.160,2.070,--,1.920,NA,NA,--,3.880
彰化銀行,095/03,--,0.100,--,0.550,1.500,1.500,1.550,1.550,1.710,1.690,1.840,1.820,1.990,1.945,2.070,2.020,2.095,2.020,2.020,1.970,2.100,2.045,2.160,2.070,--,2.020,NA,NA,--,3.930
彰化銀行,095/04,--,0.100,--,0.550,1.570,1.570,1.620,1.620,1.780,1.760,1.910,1.890,2.060,2.015,2.140,2.090,2.165,2.090,2.090,2.040,2.170,2.115,2.230,2.140,--,2.020,NA,NA,--,3.930
彰化銀行,095/05,--,0.100,--,0.550,1.570,1.570,1.620,1.620,1.780,1.760,1.910,1.890,2.060,2.015,2.140,2.090,2.165,2.090,2.090,2.040,2.170,2.115,2.230,2.140,--,2.020,NA,NA,--,3.930
彰化銀行,095/06,--,0.100,--,0.550,1.570,1.570,1.620,1.620,1.780,1.760,1.910,1.890,2.060,2.015,2.140,2.090,2.165,2.090,2.090,2.040,2.170,2.115,2.230,2.140,--,2.090,NA,NA,--,3.990
彰化銀行,095/07,--,0.100,--,0.550,1.635,1.635,1.690,1.690,1.850,1.830,1.980,1.960,2.130,2.085,2.205,2.160,2.235,2.160,2.160,2.110,2.240,2.185,2.290,2.210,--,2.090,NA,NA,--,3.990
彰化銀行,095/08,--,0.100,--,0.550,1.635,1.635,1.690,1.690,1.850,1.830,1.980,1.960,2.130,2.085,2.205,2.160,2.235,2.160,2.160,2.110,2.240,2.185,2.290,2.210,--,2.090,NA,NA,--,3.990
彰化銀行,095/09,--,0.100,--,0.550,1.635,1.635,1.690,1.690,1.850,1.830,1.980,1.960,2.130,2.085,2.205,2.160,2.235,2.160,2.160,2.110,2.240,2.185,2.290,2.210,--,2.160,NA,NA,--,4.070
彰化銀行,095/10,--,0.100,--,0.550,1.705,1.705,1.760,1.760,1.920,1.900,2.050,2.030,2.200,2.155,2.275,2.230,2.305,2.230,2.230,2.180,2.310,2.255,2.360,2.280,--,2.160,NA,NA,--,4.070
彰化銀行,095/11,--,0.100,--,0.550,1.705,1.705,1.760,1.760,1.920,1.900,2.050,2.030,2.200,2.155,2.275,2.230,2.305,2.230,2.230,2.180,2.310,2.255,2.360,2.280,--,2.160,NA,NA,--,4.070
彰化銀行,095/12,--,0.100,--,0.550,1.705,1.705,1.760,1.760,1.920,1.900,2.050,2.030,2.200,2.155,2.275,2.230,2.305,2.230,2.230,2.180,2.310,2.255,2.360,2.280,--,2.230,NA,NA,--,4.130
彰化銀行,096/01,--,0.100,--,0.550,1.735,1.735,1.790,1.790,1.950,1.930,2.080,2.060,2.230,2.185,2.305,2.260,2.335,2.260,2.260,2.210,2.340,2.285,2.390,2.310,--,2.230,NA,NA,--,4.130
彰化銀行,096/02,--,0.100,--,0.550,1.735,1.735,1.790,1.790,1.950,1.930,2.080,2.060,2.230,2.185,2.305,2.260,2.335,2.260,2.260,2.210,2.340,2.285,2.390,2.310,--,2.230,NA,NA,--,4.130
彰化銀行,096/03,--,0.100,--,0.550,1.735,1.735,1.790,1.790,1.950,1.930,2.080,2.060,2.230,2.185,2.305,2.260,2.335,2.260,2.260,2.210,2.340,2.285,2.390,2.310,--,2.260,NA,NA,--,4.170
彰化銀行,096/04,--,0.100,--,0.550,1.765,1.765,1.820,1.820,1.980,1.960,2.110,2.090,2.260,2.215,2.305,2.260,2.335,2.260,2.290,2.240,2.340,2.285,2.390,2.310,--,2.260,NA,NA,--,4.170
彰化銀行,096/05,--,0.100,--,0.550,1.765,1.765,1.820,1.820,1.980,1.960,2.110,2.090,2.260,2.215,2.305,2.260,2.335,2.260,2.290,2.240,2.340,2.285,2.390,2.310,--,2.260,NA,NA,--,4.170
彰化銀行,096/06,--,0.100,--,0.550,1.965,1.965,2.020,2.020,2.180,2.160,2.310,2.290,2.460,2.415,2.505,2.460,2.535,2.460,2.490,2.440,2.540,2.485,2.590,2.510,--,2.290,NA,NA,--,4.440
彰化銀行,096/07,--,0.100,--,0.550,1.965,1.965,2.020,2.020,2.180,2.160,2.310,2.290,2.460,2.415,2.505,2.460,2.535,2.460,2.490,2.440,2.540,2.485,2.590,2.510,--,2.290,NA,NA,--,4.440
彰化銀行,096/08,--,0.100,--,0.550,1.965,1.965,2.020,2.020,2.180,2.160,2.310,2.290,2.460,2.415,2.505,2.460,2.535,2.460,2.490,2.440,2.540,2.485,2.590,2.510,--,2.290,NA,NA,--,4.440
彰化銀行,096/09,--,0.100,--,0.550,2.025,2.025,2.090,2.090,2.260,2.240,2.390,2.370,2.530,2.495,2.575,2.540,2.605,2.540,2.560,2.520,2.610,2.565,2.660,2.590,--,2.490,NA,NA,--,4.560
彰化銀行,096/10,--,0.100,--,0.550,2.025,2.025,2.090,2.090,2.260,2.240,2.390,2.370,2.530,2.495,2.575,2.540,2.605,2.540,2.560,2.520,2.610,2.565,2.660,2.590,--,2.490,NA,NA,--,4.560
彰化銀行,096/11,--,0.100,--,0.550,2.025,2.025,2.090,2.090,2.260,2.240,2.390,2.370,2.530,2.495,2.575,2.540,2.605,2.540,2.560,2.520,2.610,2.565,2.660,2.590,--,2.490,NA,NA,--,4.560
彰化銀行,096/12,--,0.100,--,0.550,2.085,2.085,2.160,2.160,2.340,2.320,2.470,2.450,2.610,2.575,2.645,2.620,2.675,2.620,2.640,2.600,2.680,2.645,2.730,2.670,--,2.560,NA,NA,--,4.530
彰化銀行,097/01,--,0.100,--,0.550,2.085,2.085,2.160,2.160,2.340,2.320,2.470,2.450,2.610,2.575,2.645,2.620,2.675,2.620,2.640,2.600,2.680,2.645,2.730,2.670,--,2.560,NA,NA,--,4.530
彰化銀行,097/02,--,0.100,--,0.550,2.085,2.085,2.160,2.160,2.340,2.320,2.470,2.450,2.610,2.575,2.645,2.620,2.675,2.620,2.640,2.600,2.680,2.645,2.730,2.670,--,2.560,NA,NA,--,4.530
彰化銀行,097/03,--,0.100,--,0.550,2.085,2.085,2.160,2.160,2.340,2.320,2.470,2.450,2.610,2.575,2.645,2.620,2.675,2.620,2.640,2.600,2.680,2.645,2.730,2.670,--,2.640,NA,NA,--,4.570
彰化銀行,097/04,--,0.100,--,0.500,2.135,2.135,2.210,2.210,2.380,2.370,2.510,2.500,2.650,2.625,2.685,2.670,2.715,2.670,2.680,2.650,2.720,2.695,2.770,2.720,--,2.640,NA,NA,--,4.570
彰化銀行,097/05,--,0.100,--,0.500,2.135,2.135,2.210,2.210,2.380,2.370,2.510,2.500,2.650,2.625,2.685,2.670,2.715,2.670,2.680,2.650,2.720,2.695,2.770,2.720,--,2.640,NA,NA,--,4.570
彰化銀行,097/06,--,0.100,--,0.500,2.135,2.135,2.210,2.210,2.380,2.370,2.510,2.500,2.650,2.625,2.685,2.670,2.715,2.670,2.680,2.650,2.720,2.695,2.770,2.720,--,2.680,NA,NA,--,4.590
彰化銀行,097/07,--,0.100,--,0.500,2.195,2.195,2.270,2.270,2.440,2.430,2.570,2.560,2.710,2.685,2.745,2.730,2.775,2.730,2.740,2.710,2.780,2.755,2.830,2.780,--,2.680,NA,NA,--,4.590
彰化銀行,097/08,--,0.100,--,0.500,2.195,2.195,2.270,2.270,2.440,2.430,2.570,2.560,2.710,2.685,2.745,2.730,2.775,2.730,2.740,2.710,2.780,2.755,2.830,2.780,--,2.680,NA,NA,--,4.590
彰化銀行,097/09,--,0.100,--,0.500,2.195,2.195,2.270,2.270,2.440,2.430,2.570,2.560,2.710,2.685,2.745,2.730,2.775,2.730,2.740,2.710,2.780,2.755,2.830,2.780,--,2.740,NA,NA,--,4.640
彰化銀行,097/10,--,0.100,--,0.500,2.025,2.045,2.120,2.120,2.290,2.280,2.420,2.410,2.550,2.535,2.600,2.580,2.630,2.580,2.575,2.560,2.630,2.605,2.670,2.630,--,2.740,NA,NA,--,4.640
彰化銀行,097/11,--,0.100,--,0.500,1.675,1.695,1.770,1.770,1.925,1.930,2.060,2.060,2.175,2.185,2.225,2.230,2.250,2.230,2.195,2.210,2.250,2.255,2.290,2.280,--,2.740,--,2.200,--,4.640
銀行,年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-機動,定存利率-三個月-固定,定存利率-三個月-機動,定存利率-六個月-固定,定存利率-六個月-機動,定存利率-九個月-固定,定存利率-九個月-機動,定存利率-一年期-固定,定存利率-一年期-機動,定存利率-二年期-固定,定存利率-二年期-機動,定存利率-三年期-固定,定存利率-三年期-機動,定儲利率-一年期-固定,定儲利率-一年期-機動,定儲利率-二年期-固定,定儲利率-二年期-機動,定儲利率-三年期-固定,定儲利率-三年期-機動,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
華南銀行,090/01,--,1.500,--,3.500,4.300,4.300,4.600,4.600,4.600,4.550,4.800,4.700,5.000,4.950,5.050,5.000,5.100,5.050,5.050,5.000,5.100,5.050,5.150,5.100,NA,NA,NA,NA,NA,NA
華南銀行,090/02,--,1.500,--,3.500,4.300,4.300,4.500,4.500,4.550,4.600,4.700,4.800,4.800,4.850,--,4.950,--,5.000,4.850,4.900,4.950,5.000,5.000,5.050,NA,NA,NA,NA,NA,NA
華南銀行,090/03,--,1.500,--,3.500,4.200,4.200,4.300,4.350,4.400,4.500,4.600,4.750,4.650,4.750,--,4.800,--,4.850,4.700,4.800,4.700,4.850,4.700,4.900,NA,NA,NA,NA,NA,NA
華南銀行,090/04,--,1.500,--,3.400,3.900,3.950,3.900,4.000,4.050,4.150,4.150,4.250,4.280,4.400,--,4.450,--,4.500,4.330,4.450,4.330,4.500,4.330,4.550,NA,NA,NA,NA,NA,NA
華南銀行,090/05,--,1.500,--,3.300,3.700,3.750,3.750,3.850,3.900,4.000,3.950,4.100,4.050,4.200,--,4.250,--,4.250,4.100,4.300,4.150,4.300,4.150,4.300,NA,NA,NA,NA,NA,NA
華南銀行,090/06,--,1.500,--,3.300,3.700,3.750,3.750,3.850,3.900,4.000,3.950,4.100,4.050,4.200,--,4.250,--,4.250,4.100,4.300,4.150,4.300,4.150,4.300,NA,NA,NA,NA,NA,NA
華南銀行,090/07,--,1.500,--,3.100,3.500,3.550,3.550,3.650,3.700,3.800,3.750,3.900,3.850,4.000,--,4.050,--,4.050,3.950,4.150,3.950,4.150,3.950,4.150,NA,NA,NA,NA,NA,NA
華南銀行,090/08,--,1.500,--,3.000,3.250,3.300,3.300,3.400,3.450,3.550,3.500,3.650,3.600,3.750,--,3.800,--,3.800,3.700,3.950,3.700,3.950,3.700,3.950,NA,NA,NA,NA,NA,NA
華南銀行,090/09,--,1.400,--,2.750,2.900,2.900,2.950,3.000,3.000,3.050,3.050,3.150,3.100,3.250,--,3.300,--,3.300,3.200,3.450,3.200,3.450,3.200,3.450,NA,NA,NA,NA,NA,NA
華南銀行,090/10,--,1.300,--,2.500,2.550,2.600,2.600,2.650,2.650,2.700,2.700,2.800,2.800,2.950,--,3.000,--,3.000,2.850,3.200,2.850,3.200,2.850,3.200,NA,NA,NA,NA,NA,NA
華南銀行,090/11,--,1.300,--,2.300,2.150,2.300,2.200,2.350,2.300,2.450,2.350,2.500,2.400,2.650,--,2.700,--,2.700,2.450,2.850,2.450,2.850,2.450,2.850,NA,NA,NA,NA,NA,NA
華南銀行,090/12,--,1.300,--,2.300,2.150,2.300,2.200,2.350,2.300,2.450,2.350,2.500,2.400,2.650,--,2.700,--,2.700,2.450,2.850,2.450,2.850,2.450,2.850,NA,NA,NA,NA,NA,NA
華南銀行,091/01,--,1.250,--,2.200,2.000,2.175,2.050,2.225,2.150,2.250,2.250,2.300,2.300,2.450,--,2.450,--,2.450,2.350,2.725,2.350,2.725,2.350,2.725,NA,NA,NA,NA,NA,NA
華南銀行,091/02,--,1.250,--,2.200,2.000,2.175,2.050,2.225,2.150,2.250,2.250,2.300,2.300,2.450,--,2.450,--,2.450,2.350,2.725,2.350,2.725,2.350,2.725,NA,NA,NA,NA,NA,NA
華南銀行,091/03,--,1.250,--,2.000,2.000,2.175,2.050,2.225,2.150,2.250,2.250,2.300,2.300,2.450,--,2.450,--,2.450,2.350,2.725,2.350,2.725,2.350,2.725,NA,NA,NA,NA,NA,NA
華南銀行,091/04,--,1.000,--,1.800,2.000,2.050,2.050,2.100,2.150,2.200,2.250,2.250,2.350,2.350,2.350,2.350,2.350,2.350,2.400,2.425,2.400,2.425,2.400,2.425,NA,NA,NA,NA,NA,NA
華南銀行,091/05,--,1.000,--,1.800,2.000,2.050,2.050,2.100,2.150,2.200,2.250,2.250,2.350,2.350,2.350,2.350,2.350,2.350,2.400,2.425,2.400,2.425,2.400,2.425,NA,NA,NA,NA,NA,NA
華南銀行,091/06,--,0.700,--,1.600,1.950,1.950,2.050,2.050,2.100,2.100,2.250,2.250,2.300,2.300,2.350,2.300,2.350,2.300,2.400,2.400,2.450,2.400,2.450,2.400,NA,NA,NA,NA,NA,NA
華南銀行,091/07,--,0.500,--,1.200,1.700,1.700,1.800,1.800,1.900,1.900,2.000,2.000,2.100,2.100,2.200,2.150,2.300,2.150,2.200,2.150,2.300,2.200,2.400,2.200,NA,NA,NA,NA,NA,NA
華南銀行,091/08,--,0.500,--,1.200,1.700,1.700,1.800,1.800,1.900,1.900,2.000,2.000,2.100,2.100,2.200,2.150,2.300,2.150,2.200,2.150,2.300,2.200,2.400,2.200,NA,NA,NA,NA,NA,NA
華南銀行,091/09,--,0.500,--,1.200,1.700,1.700,1.800,1.800,1.900,1.900,2.000,2.000,2.100,2.100,2.200,2.150,2.300,2.150,2.200,2.150,2.300,2.200,2.400,2.200,--,2.180,NA,NA,NA,NA
華南銀行,091/10,--,0.500,--,1.200,1.700,1.700,1.800,1.800,1.900,1.900,2.000,2.000,2.100,2.100,2.200,2.150,2.300,2.150,2.200,2.150,2.300,2.200,2.400,2.200,--,2.170,NA,NA,NA,NA
華南銀行,091/11,--,0.300,--,1.000,1.450,1.450,1.550,1.550,1.650,1.650,1.750,1.750,1.850,1.850,1.950,1.900,2.050,1.900,1.900,1.900,2.050,1.950,2.150,1.950,--,2.170,NA,NA,NA,NA
華南銀行,091/12,--,0.300,--,1.000,1.450,1.450,1.550,1.550,1.650,1.650,1.750,1.750,1.850,1.850,1.950,1.900,2.050,1.900,1.900,1.900,2.050,1.950,2.150,1.950,--,2.170,NA,NA,NA,NA
華南銀行,092/01,--,0.250,--,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.550,1.550,1.650,1.600,1.750,1.600,1.600,1.600,1.750,1.650,1.850,1.650,--,1.900,NA,NA,--,4.280
華南銀行,092/02,--,0.250,--,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.550,1.550,1.650,1.600,1.750,1.600,1.600,1.600,1.750,1.650,1.850,1.650,--,1.900,NA,NA,--,4.280
華南銀行,092/03,--,0.250,--,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.550,1.550,1.650,1.600,1.750,1.600,1.600,1.600,1.750,1.650,1.850,1.650,--,1.900,NA,NA,--,4.280
華南銀行,092/04,--,0.250,--,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.550,1.550,1.650,1.600,1.750,1.600,1.600,1.600,1.750,1.650,1.850,1.650,--,1.580,NA,NA,--,3.754
華南銀行,092/05,--,0.250,--,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.650,1.600,1.750,1.600,1.550,1.550,1.625,1.625,1.850,1.650,--,1.580,NA,NA,--,3.754
華南銀行,092/06,--,0.250,--,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.650,1.600,1.750,1.600,1.550,1.550,1.625,1.625,1.850,1.650,--,1.580,NA,NA,--,3.754
華南銀行,092/07,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.550,NA,NA,--,3.675
華南銀行,092/08,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.550,NA,NA,--,3.675
華南銀行,092/09,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.550,NA,NA,--,3.675
華南銀行,092/10,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.524
華南銀行,092/11,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.524
華南銀行,092/12,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.524
華南銀行,093/01,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.524
華南銀行,093/02,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.524
華南銀行,093/03,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.524
華南銀行,093/04,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.494
華南銀行,093/05,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.494
華南銀行,093/06,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.494
華南銀行,093/07,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.486
華南銀行,093/08,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.486
華南銀行,093/09,--,0.100,--,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,--,1.430,NA,NA,--,3.486
華南銀行,093/10,--,0.100,--,0.550,1.155,1.155,1.175,1.175,1.275,1.275,1.375,1.375,1.525,1.500,1.600,1.575,1.625,1.575,1.550,1.525,1.625,1.600,1.700,1.625,--,1.430,NA,NA,--,3.552
華南銀行,093/11,--,0.100,--,0.550,1.155,1.155,1.175,1.175,1.275,1.275,1.375,1.375,1.525,1.500,1.600,1.575,1.625,1.575,1.550,1.525,1.625,1.600,1.700,1.625,--,1.430,NA,NA,--,3.552
